wavelength,spectrum,a_nw,bb_nw,Rrs,aw,bbw,a,bb
442.5,4314,4.48E-01,2.73E-02,0.003059276,6.93E-03,2.45E-03,4.55E-01,2.98E-02
442.5,4315,3.02E-01,1.83E-02,0.003151268,6.93E-03,2.45E-03,3.09E-01,2.07E-02
442.5,4316,1.36E-01,7.93E-03,0.00339955,6.93E-03,2.45E-03,1.43E-01,1.04E-02
442.5,4317,3.96E-01,1.32E-02,0.001714258,6.93E-03,2.45E-03,4.02E-01,1.56E-02
442.5,4318,9.64E-01,3.74E-02,0.001795586,6.93E-03,2.45E-03,9.71E-01,3.99E-02
442.5,4319,2.38E-01,6.97E-03,0.001725876,6.93E-03,2.45E-03,2.45E-01,9.42E-03
442.5,4320,7.86E-02,4.35E-03,0.003736958,6.93E-03,2.45E-03,8.56E-02,6.80E-03
442.5,4321,1.07E-01,1.12E-02,0.005882367,6.93E-03,2.45E-03,1.13E-01,1.36E-02
442.5,4322,1.47E-01,4.92E-03,0.002198089,6.93E-03,2.45E-03,1.54E-01,7.37E-03
442.5,4323,7.81E-01,6.16E-02,0.003891338,6.93E-03,2.45E-03,7.88E-01,6.41E-02
442.5,4324,2.89E+00,1.89E-01,0.003048613,6.93E-03,2.45E-03,2.89E+00,1.92E-01
442.5,4325,2.25E-01,3.23E-02,0.007757212,6.93E-03,2.45E-03,2.31E-01,3.47E-02
442.5,4326,3.30E-01,1.30E-02,0.002024769,6.93E-03,2.45E-03,3.37E-01,1.54E-02
442.5,4327,1.41E+00,1.65E-01,0.006036747,6.93E-03,2.45E-03,1.42E+00,1.68E-01
442.5,4328,8.84E-01,6.12E-02,0.003367719,6.93E-03,2.45E-03,8.91E-01,6.37E-02
442.5,4329,6.81E-01,1.06E-01,0.008358818,6.93E-03,2.45E-03,6.88E-01,1.09E-01
442.5,4330,1.74E-01,6.78E-03,0.002334007,6.93E-03,2.45E-03,1.81E-01,9.24E-03
442.5,4331,6.01E-01,6.65E-02,0.005656367,6.93E-03,2.45E-03,6.08E-01,6.89E-02
442.5,4332,5.27E-02,1.84E-03,0.003375676,6.93E-03,2.45E-03,5.97E-02,4.29E-03
442.5,4333,3.77E-01,1.31E-02,0.001804658,6.93E-03,2.45E-03,3.84E-01,1.56E-02
442.5,4334,3.00E-01,1.54E-02,0.002687331,6.93E-03,2.45E-03,3.07E-01,1.78E-02
442.5,4335,5.39E-02,3.41E-03,0.004558198,6.93E-03,2.45E-03,6.08E-02,5.86E-03
442.5,4336,7.03E-01,7.74E-02,0.005600662,6.93E-03,2.45E-03,7.10E-01,7.99E-02
442.5,4337,3.77E-01,7.05E-02,0.010192283,6.93E-03,2.45E-03,3.84E-01,7.30E-02
442.5,4338,4.63E-01,2.98E-02,0.003160976,6.93E-03,2.45E-03,4.70E-01,3.23E-02
442.5,4339,2.52E-01,3.65E-02,0.007824057,6.93E-03,2.45E-03,2.59E-01,3.90E-02
442.5,4340,6.90E-01,1.09E-01,0.008414522,6.93E-03,2.45E-03,6.97E-01,1.11E-01
442.5,4341,3.03E-01,7.29E-03,0.001375099,6.93E-03,2.45E-03,3.09E-01,9.74E-03
442.5,4342,5.84E-01,9.27E-02,0.008503649,6.93E-03,2.45E-03,5.91E-01,9.51E-02
442.5,4343,9.05E-02,4.34E-03,0.003224638,6.93E-03,2.45E-03,9.75E-02,6.79E-03
442.5,4344,7.64E-02,2.18E-03,0.002589769,6.93E-03,2.45E-03,8.33E-02,4.64E-03
442.5,4345,6.12E-01,1.23E-02,0.001019865,6.93E-03,2.45E-03,6.19E-01,1.48E-02
442.5,4346,3.11E-01,2.23E-02,0.003701944,6.93E-03,2.45E-03,3.18E-01,2.48E-02
442.5,4347,2.58E-01,2.82E-02,0.005769367,6.93E-03,2.45E-03,2.65E-01,3.06E-02
442.5,4348,5.57E-01,3.64E-02,0.003188351,6.93E-03,2.45E-03,5.63E-01,3.88E-02
442.5,4349,7.37E-02,2.51E-03,0.002858423,6.93E-03,2.45E-03,8.06E-02,4.96E-03
442.5,4350,3.07E-01,2.90E-02,0.004914705,6.93E-03,2.45E-03,3.14E-01,3.14E-02
442.5,4351,7.80E-02,4.57E-03,0.003878606,6.93E-03,2.45E-03,8.50E-02,7.02E-03
442.5,4352,1.15E+00,7.92E-02,0.003273021,6.93E-03,2.45E-03,1.16E+00,8.17E-02
442.5,4353,1.95E-01,4.61E-03,0.001576271,6.93E-03,2.45E-03,2.02E-01,7.06E-03
442.5,4354,2.15E+00,2.63E-01,0.006259564,6.93E-03,2.45E-03,2.15E+00,2.66E-01
442.5,4355,5.29E-01,9.91E-03,0.000987079,6.93E-03,2.45E-03,5.36E-01,1.24E-02
442.5,4356,9.37E-01,1.50E-01,0.008565719,6.93E-03,2.45E-03,9.44E-01,1.53E-01
442.5,4357,1.88E-01,1.04E-02,0.003043361,6.93E-03,2.45E-03,1.95E-01,1.28E-02
442.5,4358,6.85E-01,9.23E-02,0.007146057,6.93E-03,2.45E-03,6.92E-01,9.48E-02
442.5,4359,2.00E+00,3.96E-01,0.010770015,6.93E-03,2.45E-03,2.01E+00,3.98E-01
442.5,4360,1.36E+00,2.76E-02,0.000928192,6.93E-03,2.45E-03,1.37E+00,3.00E-02
442.5,4361,1.20E-01,4.07E-03,0.002331302,6.93E-03,2.45E-03,1.27E-01,6.52E-03
442.5,4362,1.45E+00,1.85E-01,0.006737029,6.93E-03,2.45E-03,1.46E+00,1.88E-01
442.5,4363,3.46E-01,4.16E-03,0.000828561,6.93E-03,2.45E-03,3.53E-01,6.61E-03
442.5,4364,1.58E-01,8.45E-03,0.003046066,6.93E-03,2.45E-03,1.65E-01,1.09E-02
442.5,4365,4.93E-02,5.13E-03,0.00652217,6.93E-03,2.45E-03,5.62E-02,7.58E-03
442.5,4366,2.55E+00,2.23E-01,0.004217606,6.93E-03,2.45E-03,2.56E+00,2.25E-01
442.5,4367,9.46E-01,1.27E-01,0.007026691,6.93E-03,2.45E-03,9.53E-01,1.30E-01
442.5,4368,1.76E-01,5.14E-03,0.001881211,6.93E-03,2.45E-03,1.83E-01,7.59E-03
442.5,4369,1.42E+00,2.45E-01,0.009348761,6.93E-03,2.45E-03,1.42E+00,2.48E-01
442.5,4370,2.47E-01,8.86E-03,0.001987049,6.93E-03,2.45E-03,2.54E-01,1.13E-02
442.5,4371,1.25E-01,8.18E-03,0.003784705,6.93E-03,2.45E-03,1.32E-01,1.06E-02
442.5,4372,8.53E-02,8.28E-03,0.005616578,6.93E-03,2.45E-03,9.23E-02,1.07E-02
442.5,4373,4.20E-01,3.42E-02,0.004150761,6.93E-03,2.45E-03,4.27E-01,3.66E-02
442.5,4374,1.63E+00,1.15E-01,0.003382043,6.93E-03,2.45E-03,1.64E+00,1.17E-01
442.5,4375,1.26E-01,6.45E-03,0.003129304,6.93E-03,2.45E-03,1.33E-01,8.90E-03
442.5,4376,5.85E-01,4.00E-02,0.003353395,6.93E-03,2.45E-03,5.91E-01,4.25E-02
442.5,4377,9.14E-02,1.14E-02,0.007026691,6.93E-03,2.45E-03,9.84E-02,1.39E-02
442.5,4378,6.67E-01,5.08E-02,0.003771972,6.93E-03,2.45E-03,6.74E-01,5.32E-02
442.5,4379,1.01E-01,9.40E-03,0.005334874,6.93E-03,2.45E-03,1.08E-01,1.19E-02
442.5,4380,5.96E+00,9.73E-01,0.008712142,6.93E-03,2.45E-03,5.97E+00,9.75E-01
442.5,4381,1.17E+00,1.03E-01,0.004321057,6.93E-03,2.45E-03,1.18E+00,1.06E-01
442.5,4382,2.34E-01,8.00E-03,0.001942804,6.93E-03,2.45E-03,2.41E-01,1.05E-02
442.5,4383,3.58E-01,6.26E-02,0.009453804,6.93E-03,2.45E-03,3.65E-01,6.51E-02
442.5,4384,7.18E-01,3.75E-02,0.002492685,6.93E-03,2.45E-03,7.25E-01,4.00E-02
442.5,4385,6.20E-01,1.04E-01,0.009071832,6.93E-03,2.45E-03,6.27E-01,1.07E-01
442.5,4386,4.28E-01,7.38E-02,0.009281916,6.93E-03,2.45E-03,4.35E-01,7.63E-02
442.5,4387,2.81E-01,1.28E-02,0.002433161,6.93E-03,2.45E-03,2.87E-01,1.53E-02
442.5,4388,8.94E-01,2.12E-02,0.001118541,6.93E-03,2.45E-03,9.01E-01,2.36E-02
442.5,4389,3.15E-01,2.35E-02,0.003816536,6.93E-03,2.45E-03,3.22E-01,2.59E-02
442.5,4390,8.99E-01,3.83E-02,0.002032886,6.93E-03,2.45E-03,9.06E-01,4.08E-02
442.5,4391,1.49E-01,7.35E-03,0.002866858,6.93E-03,2.45E-03,1.56E-01,9.81E-03
442.5,4392,7.79E-01,5.67E-02,0.003563479,6.93E-03,2.45E-03,7.86E-01,5.91E-02
442.5,4393,1.98E-01,1.73E-02,0.004648916,6.93E-03,2.45E-03,2.05E-01,1.97E-02
442.5,4394,2.69E-01,2.82E-02,0.005506761,6.93E-03,2.45E-03,2.76E-01,3.06E-02
442.5,4395,6.66E-01,2.26E-02,0.001624972,6.93E-03,2.45E-03,6.73E-01,2.51E-02
442.5,4396,6.80E-01,5.25E-02,0.003771972,6.93E-03,2.45E-03,6.87E-01,5.50E-02
442.5,4397,4.19E-01,2.13E-02,0.002547275,6.93E-03,2.45E-03,4.26E-01,2.37E-02
442.5,4398,4.89E-01,4.57E-02,0.004757141,6.93E-03,2.45E-03,4.96E-01,4.82E-02
442.5,4399,3.43E-01,3.17E-02,0.004792155,6.93E-03,2.45E-03,3.50E-01,3.42E-02
442.5,4400,6.04E-01,4.66E-02,0.003910437,6.93E-03,2.45E-03,6.11E-01,4.91E-02
442.5,4401,9.70E-02,8.52E-03,0.005121606,6.93E-03,2.45E-03,1.04E-01,1.10E-02
442.5,4402,6.34E-02,4.36E-03,0.004585254,6.93E-03,2.45E-03,7.03E-02,6.81E-03
442.5,4403,1.56E-01,8.83E-03,0.003256628,6.93E-03,2.45E-03,1.63E-01,1.13E-02
442.5,4404,3.18E-01,2.75E-02,0.004430874,6.93E-03,2.45E-03,3.25E-01,3.00E-02
442.5,4405,2.02E-01,1.07E-02,0.002930202,6.93E-03,2.45E-03,2.09E-01,1.32E-02
442.5,4406,2.05E-01,1.18E-02,0.003149676,6.93E-03,2.45E-03,2.12E-01,1.43E-02
442.5,4407,1.75E-01,1.65E-02,0.00507386,6.93E-03,2.45E-03,1.82E-01,1.89E-02
442.5,4408,3.56E-01,1.21E-02,0.001773145,6.93E-03,2.45E-03,3.62E-01,1.45E-02
442.5,4409,1.19E-01,2.49E-03,0.001807204,6.93E-03,2.45E-03,1.26E-01,4.94E-03
442.5,4410,7.34E-02,4.27E-03,0.00391362,6.93E-03,2.45E-03,8.03E-02,6.72E-03
442.5,4411,4.28E-01,1.51E-02,0.00180243,6.93E-03,2.45E-03,4.35E-01,1.75E-02
442.5,4412,7.28E-02,6.98E-03,0.005697747,6.93E-03,2.45E-03,7.97E-02,9.43E-03
442.5,4413,1.01E-01,6.75E-03,0.004042536,6.93E-03,2.45E-03,1.08E-01,9.20E-03
442.5,4414,1.35E-01,5.28E-03,0.002518627,6.93E-03,2.45E-03,1.42E-01,7.74E-03
442.5,4415,6.15E-01,7.44E-03,0.000679751,6.93E-03,2.45E-03,6.22E-01,9.89E-03
442.5,4416,1.88E-01,7.25E-03,0.002251565,6.93E-03,2.45E-03,1.95E-01,9.70E-03
442.5,4417,2.53E-01,1.72E-02,0.003525282,6.93E-03,2.45E-03,2.59E-01,1.96E-02
442.5,4418,1.44E-01,4.95E-03,0.002245358,6.93E-03,2.45E-03,1.51E-01,7.40E-03
442.5,4419,3.53E-01,1.78E-02,0.002586268,6.93E-03,2.45E-03,3.60E-01,2.03E-02
442.5,4420,1.31E-01,6.43E-03,0.002987657,6.93E-03,2.45E-03,1.38E-01,8.88E-03
442.5,4421,2.21E-01,1.31E-02,0.003153974,6.93E-03,2.45E-03,2.28E-01,1.55E-02
442.5,4422,2.22E-01,1.11E-02,0.002740012,6.93E-03,2.45E-03,2.29E-01,1.36E-02
442.5,4423,2.45E-01,1.75E-02,0.003740141,6.93E-03,2.45E-03,2.52E-01,1.99E-02
442.5,4424,7.46E-02,5.19E-03,0.004408592,6.93E-03,2.45E-03,8.16E-02,7.65E-03
442.5,4425,4.41E-01,2.44E-02,0.002812904,6.93E-03,2.45E-03,4.48E-01,2.68E-02
442.5,4426,2.37E-01,3.29E-03,0.001059972,6.93E-03,2.45E-03,2.44E-01,5.74E-03
442.5,4427,3.32E-02,1.13E-03,0.004220789,6.93E-03,2.45E-03,4.01E-02,3.58E-03
442.5,4428,5.02E-01,3.19E-02,0.003121028,6.93E-03,2.45E-03,5.09E-01,3.43E-02
442.5,4429,2.78E-01,3.04E-02,0.005766184,6.93E-03,2.45E-03,2.85E-01,3.28E-02
442.5,4430,2.05E-01,1.52E-02,0.003967733,6.93E-03,2.45E-03,2.12E-01,1.76E-02
442.5,4431,2.02E-01,3.44E-03,0.001269102,6.93E-03,2.45E-03,2.09E-01,5.89E-03
442.5,4432,9.84E-02,1.12E-02,0.006407578,6.93E-03,2.45E-03,1.05E-01,1.37E-02
442.5,4433,5.78E-01,2.55E-02,0.002123923,6.93E-03,2.45E-03,5.85E-01,2.79E-02
442.5,4434,8.40E-02,3.46E-03,0.003007233,6.93E-03,2.45E-03,9.09E-02,5.92E-03
442.5,4435,1.71E-01,8.53E-03,0.002852057,6.93E-03,2.45E-03,1.78E-01,1.10E-02
442.5,4436,1.93E+00,2.09E-01,0.005479705,6.93E-03,2.45E-03,1.93E+00,2.12E-01
442.5,4437,4.42E-01,4.12E-02,0.004765099,6.93E-03,2.45E-03,4.48E-01,4.37E-02
442.5,4438,4.63E-01,5.36E-02,0.006028789,6.93E-03,2.45E-03,4.70E-01,5.60E-02
442.5,4439,2.32E-01,1.15E-02,0.002651681,6.93E-03,2.45E-03,2.39E-01,1.39E-02
442.5,4440,1.16E-02,3.20E-04,0.007041015,6.93E-03,2.45E-03,1.85E-02,2.77E-03
442.5,4441,6.69E-01,9.11E-02,0.007114226,6.93E-03,2.45E-03,6.76E-01,9.35E-02
442.5,4442,7.91E-02,2.35E-03,0.002589928,6.93E-03,2.45E-03,8.61E-02,4.80E-03
442.5,4443,3.40E-01,2.41E-02,0.003643057,6.93E-03,2.45E-03,3.47E-01,2.66E-02
442.5,4444,1.14E+00,1.35E-01,0.006143381,6.93E-03,2.45E-03,1.15E+00,1.38E-01
442.5,4445,5.20E-01,6.74E-02,0.00683093,6.93E-03,2.45E-03,5.27E-01,6.98E-02
442.5,4446,7.75E-02,4.42E-03,0.003797437,6.93E-03,2.45E-03,8.44E-02,6.87E-03
442.5,4447,4.52E-01,2.28E-02,0.002474541,6.93E-03,2.45E-03,4.59E-01,2.52E-02
442.5,4448,3.28E+00,4.71E-01,0.007645803,6.93E-03,2.45E-03,3.29E+00,4.74E-01
442.5,4449,3.77E-01,1.21E-02,0.0016724,6.93E-03,2.45E-03,3.84E-01,1.45E-02
442.5,4450,4.66E-02,1.27E-03,0.00328655,6.93E-03,2.45E-03,5.35E-02,3.72E-03
442.5,4451,2.75E-01,1.87E-02,0.003538014,6.93E-03,2.45E-03,2.82E-01,2.12E-02
442.5,4452,4.86E-01,6.82E-02,0.007454818,6.93E-03,2.45E-03,4.93E-01,7.07E-02
442.5,4453,2.16E-01,6.28E-03,0.001752933,6.93E-03,2.45E-03,2.23E-01,8.73E-03
442.5,4454,3.88E-01,7.40E-03,0.001094509,6.93E-03,2.45E-03,3.95E-01,9.85E-03
442.5,4455,8.96E-01,7.31E-02,0.004052085,6.93E-03,2.45E-03,9.03E-01,7.55E-02
442.5,4456,1.06E+00,8.15E-02,0.003724226,6.93E-03,2.45E-03,1.07E+00,8.39E-02
442.5,4457,1.69E-01,9.23E-03,0.003081558,6.93E-03,2.45E-03,1.76E-01,1.17E-02
442.5,4458,2.76E+00,2.03E-01,0.003483902,6.93E-03,2.45E-03,2.77E+00,2.06E-01
442.5,4459,9.11E-01,1.14E-01,0.006536494,6.93E-03,2.45E-03,9.17E-01,1.16E-01
442.5,4460,1.01E+00,6.47E-02,0.00313392,6.93E-03,2.45E-03,1.02E+00,6.71E-02
442.5,4461,4.21E-01,6.71E-03,0.000931852,6.93E-03,2.45E-03,4.28E-01,9.16E-03
442.5,4462,3.36E-01,4.98E-03,0.000955089,6.93E-03,2.45E-03,3.42E-01,7.43E-03
442.5,4463,3.41E-01,1.01E-02,0.001582159,6.93E-03,2.45E-03,3.48E-01,1.25E-02
442.5,4464,8.68E-02,4.27E-03,0.003312014,6.93E-03,2.45E-03,9.38E-02,6.72E-03
442.5,4465,4.17E-01,5.13E-02,0.006549226,6.93E-03,2.45E-03,4.24E-01,5.38E-02
442.5,4466,2.18E-01,1.29E-02,0.003195831,6.93E-03,2.45E-03,2.25E-01,1.54E-02
442.5,4467,3.83E-01,1.27E-02,0.001732083,6.93E-03,2.45E-03,3.90E-01,1.52E-02
442.5,4468,1.06E-01,7.77E-03,0.00428286,6.93E-03,2.45E-03,1.13E-01,1.02E-02
442.5,4469,1.19E+00,4.63E-02,0.001784604,6.93E-03,2.45E-03,1.20E+00,4.87E-02
442.5,4470,1.84E+00,3.90E-01,0.011634226,6.93E-03,2.45E-03,1.84E+00,3.92E-01
442.5,4471,1.15E+00,1.64E-01,0.007496198,6.93E-03,2.45E-03,1.16E+00,1.67E-01
442.5,4472,9.24E-01,7.76E-02,0.004176226,6.93E-03,2.45E-03,9.31E-01,8.01E-02
442.5,4473,1.20E+00,3.28E-02,0.001251435,6.93E-03,2.45E-03,1.20E+00,3.53E-02
442.5,4474,6.09E-01,5.27E-02,0.004375169,6.93E-03,2.45E-03,6.16E-01,5.51E-02
442.5,4475,1.08E-01,1.01E-02,0.005307817,6.93E-03,2.45E-03,1.15E-01,1.25E-02
442.5,4476,4.14E-01,4.08E-02,0.005112057,6.93E-03,2.45E-03,4.21E-01,4.33E-02
442.5,4477,1.63E+00,2.42E-01,0.007798592,6.93E-03,2.45E-03,1.63E+00,2.44E-01
442.5,4478,3.28E-01,4.44E-03,0.000910525,6.93E-03,2.45E-03,3.35E-01,6.89E-03
442.5,4479,2.90E-01,4.01E-02,0.007357733,6.93E-03,2.45E-03,2.97E-01,4.25E-02
442.5,4480,6.97E-01,1.08E-01,0.008280832,6.93E-03,2.45E-03,7.04E-01,1.10E-01
442.5,4481,1.03E-01,7.51E-03,0.004271719,6.93E-03,2.45E-03,1.10E-01,9.96E-03
442.5,4482,6.30E-02,6.76E-03,0.006437817,6.93E-03,2.45E-03,7.00E-02,9.21E-03
442.5,4483,7.78E-01,6.83E-02,0.004340155,6.93E-03,2.45E-03,7.85E-01,7.08E-02
442.5,4484,2.16E-01,4.05E-03,0.001310163,6.93E-03,2.45E-03,2.23E-01,6.50E-03
442.5,4485,3.90E-01,3.16E-02,0.004152352,6.93E-03,2.45E-03,3.97E-01,3.41E-02
442.5,4486,1.95E-01,1.40E-02,0.003840409,6.93E-03,2.45E-03,2.02E-01,1.65E-02
442.5,4487,4.17E-01,1.40E-02,0.001708369,6.93E-03,2.45E-03,4.24E-01,1.64E-02
442.5,4488,5.58E-01,8.22E-03,0.000807393,6.93E-03,2.45E-03,5.65E-01,1.07E-02
442.5,4489,1.12E-01,6.66E-03,0.003616,6.93E-03,2.45E-03,1.19E-01,9.11E-03
442.5,4490,3.07E-01,4.55E-03,0.000984214,6.93E-03,2.45E-03,3.14E-01,7.00E-03
442.5,4491,3.68E-01,1.81E-02,0.002470244,6.93E-03,2.45E-03,3.75E-01,2.06E-02
442.5,4492,8.53E-01,9.31E-02,0.005591113,6.93E-03,2.45E-03,8.60E-01,9.55E-02
442.5,4493,4.74E-01,1.05E-02,0.001158171,6.93E-03,2.45E-03,4.81E-01,1.30E-02
442.5,4494,1.11E-01,9.61E-03,0.00488924,6.93E-03,2.45E-03,1.18E-01,1.21E-02
442.5,4495,2.16E-01,9.06E-03,0.002325254,6.93E-03,2.45E-03,2.23E-01,1.15E-02
442.5,4496,5.44E-01,3.76E-02,0.003415465,6.93E-03,2.45E-03,5.51E-01,4.01E-02
442.5,4497,6.15E-01,3.94E-02,0.003152541,6.93E-03,2.45E-03,6.22E-01,4.18E-02
442.5,4498,1.57E-01,1.40E-02,0.004863775,6.93E-03,2.45E-03,1.64E-01,1.64E-02
442.5,4499,1.87E-01,1.36E-02,0.003950226,6.93E-03,2.45E-03,1.94E-01,1.61E-02
442.5,4500,6.08E-01,3.84E-02,0.003100816,6.93E-03,2.45E-03,6.15E-01,4.08E-02
442.5,4501,2.46E-01,2.31E-02,0.004957676,6.93E-03,2.45E-03,2.53E-01,2.55E-02
442.5,4502,2.36E-01,1.58E-02,0.003525282,6.93E-03,2.45E-03,2.43E-01,1.83E-02
442.5,4503,3.00E-01,2.16E-02,0.00374969,6.93E-03,2.45E-03,3.07E-01,2.41E-02
442.5,4504,9.59E-01,3.86E-02,0.001888692,6.93E-03,2.45E-03,9.66E-01,4.11E-02
442.5,4505,6.65E-02,6.89E-03,0.006168846,6.93E-03,2.45E-03,7.34E-02,9.34E-03
442.5,4506,4.38E-02,3.64E-03,0.005727986,6.93E-03,2.45E-03,5.07E-02,6.09E-03
442.5,4507,9.06E-01,1.17E-01,0.006679733,6.93E-03,2.45E-03,9.13E-01,1.19E-01
442.5,4508,3.84E-01,3.57E-02,0.004744409,6.93E-03,2.45E-03,3.91E-01,3.81E-02
442.5,4509,1.03E+00,7.19E-02,0.003415465,6.93E-03,2.45E-03,1.04E+00,7.43E-02
442.5,4510,9.40E-02,4.60E-03,0.003261085,6.93E-03,2.45E-03,1.01E-01,7.06E-03
442.5,4511,1.42E-01,1.03E-02,0.004069592,6.93E-03,2.45E-03,1.49E-01,1.27E-02
442.5,4512,8.53E-01,1.46E-01,0.009256451,6.93E-03,2.45E-03,8.60E-01,1.49E-01
442.5,4513,2.14E-01,1.70E-02,0.004209648,6.93E-03,2.45E-03,2.21E-01,1.95E-02
442.5,4514,1.86E-01,8.66E-03,0.002650726,6.93E-03,2.45E-03,1.93E-01,1.11E-02
442.5,4515,6.35E-01,1.13E-01,0.009600226,6.93E-03,2.45E-03,6.42E-01,1.15E-01
442.5,4516,1.51E-01,9.48E-03,0.003538014,6.93E-03,2.45E-03,1.58E-01,1.19E-02
442.5,4517,5.71E-01,6.50E-02,0.005909423,6.93E-03,2.45E-03,5.78E-01,6.74E-02
442.5,4518,1.07E+00,1.25E-01,0.00597786,6.93E-03,2.45E-03,1.08E+00,1.28E-01
442.5,4519,3.07E-01,1.73E-02,0.002980972,6.93E-03,2.45E-03,3.14E-01,1.98E-02
442.5,4520,1.19E-01,4.97E-03,0.002726324,6.93E-03,2.45E-03,1.25E-01,7.42E-03
442.5,4521,1.57E-01,8.61E-03,0.003114662,6.93E-03,2.45E-03,1.64E-01,1.11E-02
442.5,4522,1.32E-01,7.18E-03,0.00320554,6.93E-03,2.45E-03,1.39E-01,9.63E-03
442.5,4523,4.36E-01,1.79E-02,0.002065195,6.93E-03,2.45E-03,4.43E-01,2.04E-02
442.5,4524,6.64E-01,9.96E-02,0.007992761,6.93E-03,2.45E-03,6.71E-01,1.02E-01
442.5,4525,3.09E-02,1.11E-03,0.004449972,6.93E-03,2.45E-03,3.78E-02,3.56E-03
442.5,4526,2.68E-01,8.69E-03,0.001822961,6.93E-03,2.45E-03,2.75E-01,1.11E-02
442.5,4527,1.83E-01,4.77E-03,0.001712507,6.93E-03,2.45E-03,1.90E-01,7.22E-03
442.5,4528,2.12E+00,2.12E-01,0.005142296,6.93E-03,2.45E-03,2.13E+00,2.15E-01
442.5,4529,4.54E-01,3.34E-02,0.003719451,6.93E-03,2.45E-03,4.61E-01,3.58E-02
442.5,4530,8.26E-02,9.97E-03,0.006894592,6.93E-03,2.45E-03,8.96E-02,1.24E-02
442.5,4531,6.12E-02,8.42E-04,0.002323662,6.93E-03,2.45E-03,6.81E-02,3.29E-03
442.5,4532,4.77E-01,5.22E-02,0.005667508,6.93E-03,2.45E-03,4.84E-01,5.47E-02
442.5,4533,3.32E+00,7.03E-02,0.000895406,6.93E-03,2.45E-03,3.33E+00,7.27E-02
442.5,4534,3.46E+00,2.67E-01,0.003706719,6.93E-03,2.45E-03,3.47E+00,2.70E-01
442.5,4535,1.87E-01,6.00E-03,0.001975272,6.93E-03,2.45E-03,1.93E-01,8.45E-03
442.5,4536,1.40E+00,1.73E-01,0.006394846,6.93E-03,2.45E-03,1.41E+00,1.76E-01
442.5,4537,9.54E-01,7.90E-02,0.004074367,6.93E-03,2.45E-03,9.61E-01,8.15E-02
442.5,4538,6.52E-02,6.35E-03,0.005920564,6.93E-03,2.45E-03,7.21E-02,8.80E-03
442.5,4539,7.26E-01,9.37E-02,0.006815015,6.93E-03,2.45E-03,7.33E-01,9.61E-02
442.5,4540,6.62E-01,7.76E-02,0.006068578,6.93E-03,2.45E-03,6.69E-01,8.01E-02
442.5,4541,1.09E-01,1.01E-02,0.005263254,6.93E-03,2.45E-03,1.16E-01,1.25E-02
442.5,4542,3.50E-01,8.85E-03,0.001390537,6.93E-03,2.45E-03,3.57E-01,1.13E-02
442.5,4543,6.78E-01,6.15E-02,0.004604353,6.93E-03,2.45E-03,6.85E-01,6.39E-02
442.5,4544,3.19E-01,1.86E-02,0.002980495,6.93E-03,2.45E-03,3.26E-01,2.11E-02
442.5,4545,1.73E-01,1.77E-02,0.005519493,6.93E-03,2.45E-03,1.80E-01,2.02E-02
442.5,4546,2.36E-01,1.42E-02,0.003181985,6.93E-03,2.45E-03,2.43E-01,1.67E-02
442.5,4547,2.02E-01,8.65E-03,0.002395441,6.93E-03,2.45E-03,2.08E-01,1.11E-02
442.5,4548,4.89E-01,1.82E-02,0.001829645,6.93E-03,2.45E-03,4.96E-01,2.06E-02
442.5,4549,5.00E-01,3.11E-02,0.003065643,6.93E-03,2.45E-03,5.07E-01,3.36E-02
442.5,4550,1.84E-01,7.55E-03,0.002390826,6.93E-03,2.45E-03,1.91E-01,1.00E-02
442.5,4551,2.40E-01,1.32E-02,0.002959804,6.93E-03,2.45E-03,2.47E-01,1.57E-02
442.5,4552,1.86E+00,2.33E-01,0.006534902,6.93E-03,2.45E-03,1.87E+00,2.35E-01
442.5,4553,6.80E-01,1.15E-01,0.009082973,6.93E-03,2.45E-03,6.86E-01,1.17E-01
442.5,4554,8.02E-02,3.57E-03,0.003194717,6.93E-03,2.45E-03,8.71E-02,6.02E-03
442.5,4555,2.83E-01,1.16E-02,0.002165462,6.93E-03,2.45E-03,2.90E-01,1.41E-02
442.5,4556,5.30E-01,2.56E-02,0.002343397,6.93E-03,2.45E-03,5.37E-01,2.80E-02
442.5,4557,6.55E-01,2.33E-02,0.001705186,6.93E-03,2.45E-03,6.62E-01,2.58E-02
442.5,4558,4.14E-01,1.28E-02,0.001578976,6.93E-03,2.45E-03,4.21E-01,1.53E-02
442.5,4559,1.25E-01,4.30E-03,0.002347535,6.93E-03,2.45E-03,1.32E-01,6.75E-03
442.5,4560,6.57E-01,2.76E-02,0.002006148,6.93E-03,2.45E-03,6.64E-01,3.01E-02
442.5,4561,9.93E-02,1.17E-02,0.006643127,6.93E-03,2.45E-03,1.06E-01,1.42E-02
442.5,4562,5.81E-01,3.87E-02,0.003366127,6.93E-03,2.45E-03,5.88E-01,4.11E-02
442.5,4563,7.09E-01,5.81E-02,0.004058451,6.93E-03,2.45E-03,7.16E-01,6.05E-02
442.5,4564,2.04E-01,1.82E-02,0.00477624,6.93E-03,2.45E-03,2.11E-01,2.06E-02
442.5,4565,4.64E-01,1.59E-02,0.001704868,6.93E-03,2.45E-03,4.71E-01,1.84E-02
442.5,4566,2.74E-01,1.28E-02,0.002465151,6.93E-03,2.45E-03,2.81E-01,1.53E-02
